0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,12154,12155,12156,12157,12158
3952144.0,45724.0,29820.0,37772.0,33796.0,31808.0,19880.0,27832.0,23856.0,11928.0,29820.0,21868.0,13916.0,21868.0,51688.0,51688.0,29820.0,57652.0,37772.0,57652.0,115304.0,39760.0,75544.0,125244.0,61628.0,91448.0,75544.0,13916.0,17892.0,29820.0,19880.0,172956.0,176932.0,133196.0,153076.0,95424.0,79520.0,161028.0,47712.0,75544.0,57652.0,83496.0,81508.0,123256.0,97412.0,77532.0,87472.0,117292.0,113316.0,95424.0,151088.0,69580.0,57652.0,37772.0,39760.0,17892.0,25844.0,13916.0,1988.0,1988.0,1988.0,1988.0,1988.0
45724.0,529.0,345.0,437.0,391.0,368.0,230.0,322.0,276.0,138.0,345.0,253.0,161.0,253.0,598.0,598.0,345.0,667.0,437.0,667.0,1334.0,460.0,874.0,1449.0,713.0,1058.0,874.0,161.0,207.0,345.0,230.0,2001.0,2047.0,1541.0,1771.0,1104.0,920.0,1863.0,552.0,874.0,667.0,966.0,943.0,1426.0,1127.0,897.0,1012.0,1357.0,1311.0,1104.0,1748.0,805.0,667.0,437.0,460.0,207.0,299.0,161.0,23.0,23.0,23.0,23.0,23.0
29820.0,345.0,225.0,285.0,255.0,240.0,150.0,210.0,180.0,90.0,225.0,165.0,105.0,165.0,390.0,390.0,225.0,435.0,285.0,435.0,870.0,300.0,570.0,945.0,465.0,690.0,570.0,105.0,135.0,225.0,150.0,1305.0,1335.0,1005.0,1155.0,720.0,600.0,1215.0,360.0,570.0,435.0,630.0,615.0,930.0,735.0,585.0,660.0,885.0,855.0,720.0,1140.0,525.0,435.0,285.0,300.0,135.0,195.0,105.0,15.0,15.0,15.0,15.0,15.0
37772.0,437.0,285.0,361.0,323.0,304.0,190.0,266.0,228.0,114.0,285.0,209.0,133.0,209.0,494.0,494.0,285.0,551.0,361.0,551.0,1102.0,380.0,722.0,1197.0,589.0,874.0,722.0,133.0,171.0,285.0,190.0,1653.0,1691.0,1273.0,1463.0,912.0,760.0,1539.0,456.0,722.0,551.0,798.0,779.0,1178.0,931.0,741.0,836.0,1121.0,1083.0,912.0,1444.0,665.0,551.0,361.0,380.0,171.0,247.0,133.0,19.0,19.0,19.0,19.0,19.0
33796.0,391.0,255.0,323.0,289.0,272.0,170.0,238.0,204.0,102.0,255.0,187.0,119.0,187.0,442.0,442.0,255.0,493.0,323.0,493.0,986.0,340.0,646.0,1071.0,527.0,782.0,646.0,119.0,153.0,255.0,170.0,1479.0,1513.0,1139.0,1309.0,816.0,680.0,1377.0,408.0,646.0,493.0,714.0,697.0,1054.0,833.0,663.0,748.0,1003.0,969.0,816.0,1292.0,595.0,493.0,323.0,340.0,153.0,221.0,119.0,17.0,17.0,17.0,17.0,17.0
31808.0,368.0,240.0,304.0,272.0,256.0,160.0,224.0,192.0,96.0,240.0,176.0,112.0,176.0,416.0,416.0,240.0,464.0,304.0,464.0,928.0,320.0,608.0,1008.0,496.0,736.0,608.0,112.0,144.0,240.0,160.0,1392.0,1424.0,1072.0,1232.0,768.0,640.0,1296.0,384.0,608.0,464.0,672.0,656.0,992.0,784.0,624.0,704.0,944.0,912.0,768.0,1216.0,560.0,464.0,304.0,320.0,144.0,208.0,112.0,16.0,16.0,16.0,16.0,16.0
19880.0,230.0,150.0,190.0,170.0,160.0,100.0,140.0,120.0,60.0,150.0,110.0,70.0,110.0,260.0,260.0,150.0,290.0,190.0,290.0,580.0,200.0,380.0,630.0,310.0,460.0,380.0,70.0,90.0,150.0,100.0,870.0,890.0,670.0,770.0,480.0,400.0,810.0,240.0,380.0,290.0,420.0,410.0,620.0,490.0,390.0,440.0,590.0,570.0,480.0,760.0,350.0,290.0,190.0,200.0,90.0,130.0,70.0,10.0,10.0,10.0,10.0,10.0
27832.0,322.0,210.0,266.0,238.0,224.0,140.0,196.0,168.0,84.0,210.0,154.0,98.0,154.0,364.0,364.0,210.0,406.0,266.0,406.0,812.0,280.0,532.0,882.0,434.0,644.0,532.0,98.0,126.0,210.0,140.0,1218.0,1246.0,938.0,1078.0,672.0,560.0,1134.0,336.0,532.0,406.0,588.0,574.0,868.0,686.0,546.0,616.0,826.0,798.0,672.0,1064.0,490.0,406.0,266.0,280.0,126.0,182.0,98.0,14.0,14.0,14.0,14.0,14.0
23856.0,276.0,180.0,228.0,204.0,192.0,120.0,168.0,144.0,72.0,180.0,132.0,84.0,132.0,312.0,312.0,180.0,348.0,228.0,348.0,696.0,240.0,456.0,756.0,372.0,552.0,456.0,84.0,108.0,180.0,120.0,1044.0,1068.0,804.0,924.0,576.0,480.0,972.0,288.0,456.0,348.0,504.0,492.0,744.0,588.0,468.0,528.0,708.0,684.0,576.0,912.0,420.0,348.0,228.0,240.0,108.0,156.0,84.0,12.0,12.0,12.0,12.0,12.0
