index,taz,sector
1871,18074,50
1872,18075,50
1873,18077,50
1874,18060,50
1875,18076,50
1876,18049,50
1877,18050,50
1878,18034,50
1879,16193,52
1880,16194,52
1881,16196,52
1882,16195,52
1883,16197,52
1884,16359,52
1885,16362,52
1886,16360,52
1887,16198,52
1888,16199,52
1889,16200,52
1890,16191,52
1891,16201,52
1892,18014,51
1893,18020,50
1894,18018,50
1895,18024,50
1896,18036,50
1897,18038,50
1898,18039,50
1899,18040,50
1900,18041,50
1901,18044,50
1902,18051,50
1903,18052,50
1904,18110,50
1905,18011,50
1906,18015,51
1907,18016,50
1908,18021,50
1909,18025,50
1910,18008,51
1911,18009,51
1912,18099,51
1913,18100,51
1914,18084,51
1915,18082,51
1916,18098,51
1917,18007,51
1918,18102,51
1919,18103,51
1920,18107,51
1921,18108,51
1922,9073,0
1923,20023,54
1924,20024,54
1925,20033,54
1926,20018,54
1927,20021,54
1928,20025,54
1929,20027,54
1930,20032,54
1931,20031,54
1932,20029,54
1933,20028,54
1934,20019,54
1935,20030,54
1936,20034,54
1937,9087,0
1938,9086,0
1939,9085,0
1940,9067,0
1941,9050,0
1942,9053,0
1943,9084,0
1944,9074,0
1945,9048,0
1946,9054,0
1947,9049,0
1948,9051,0
1949,9046,0
1950,9072,0
1951,9063,0
1952,9047,0
1953,9064,0
1954,9069,0
1955,9088,0
1956,9089,0
1957,9091,0
1958,9094,0
1959,9095,0
1960,9096,0
1961,9093,0
1962,9097,0
1963,9100,0
1964,9099,0
1965,9092,0
1966,9101,0
1967,9098,0
1968,9102,0
1969,9090,0
1970,9105,0
1971,9104,0
1972,9106,0
1973,9107,0
1974,9108,0
1975,9109,0
1976,9110,0
1977,9111,0
1978,9112,0
1979,9113,0
1980,9116,0
1981,9115,0
1982,9114,0
1983,9103,0
1984,9117,0
1985,9118,0
1986,9119,0
1987,9120,0
1988,9121,0
1989,9122,0
1990,9123,0
1991,9124,0
1992,9125,0
1993,9126,0
1994,9127,0
1995,9128,0
1996,9129,0
1997,9130,0
1998,9131,0
1999,9052,0
2000,8973,0
2001,8894,0
2002,8815,0
2003,8736,0
2004,8657,0
2005,8578,0
2006,8499,0
2007,8420,0
2008,8341,0
2009,8262,0
2010,8183,0
2011,8104,0
2012,8025,0
2013,7946,0
2014,7867,0
2015,7788,0
2016,7709,0
2017,7630,0
2018,7551,0
2019,7472,0
2020,7393,0
2021,7314,0
2022,7235,0
2023,7156,0
2024,7077,0
2025,6998,0
2026,6919,0
2027,6840,0
2028,6761,0
2029,6682,0
2030,6603,0
2031,6524,0
2032,6445,0
2033,6366,0
2034,6287,0
2035,6208,0
2036,6129,0
2037,6050,0
2038,5971,0
2039,5892,0
2040,5813,0
2041,5734,0
2042,5655,0
2043,5576,0
2044,5497,0
2045,5418,0
2046,5339,0
2047,5260,0
2048,5181,0
2049,5102,0
2050,5023,0
2051,4944,0
2052,4865,0
2053,4786,0
2054,4707,0
2055,4628,0
2056,4549,0
2057,4470,0
2058,4391,0
2059,4312,0
2060,4233,0
2061,4154,0
2062,4075,0
2063,3996,0
2064,3917,0
2065,3838,0
2066,3759,0
2067,3680,0
2068,3601,0
2069,3522,0
2070,3443,0
2071,3364,0
2072,3285,0
2073,3206,0
2074,3127,0
2075,3048,0
2076,2969,0
2077,2890,0
2078,2811,0
2079,2732,0
2080,2653,0
2081,2574,0
2082,2495,0
2083,2416,0
2084,2337,0
2085,2258,0
2086,2179,0
2087,2100,0
2088,2021,0
2089,1942,0
2090,1863,0
2091,1784,0
2092,1705,0
2093,1626,0
2094,1547,0
2095,1468,0
2096,1389,0
2097,1310,0
2098,1231,0
2099,1152,0
2100,1073,0
2101,994,0
2102,915,0
2103,836,0
2104,757,0
2105,678,0
2106,599,0
2107,520,0
2108,441,0
2109,362,0
2110,283,0
2111,204,0
2112,125,0
2113,46,0
2114,-33,0
2115,-112,0
2116,-191,0
2117,-270,0
2118,-349,0
2119,-428,0
2120,-507,0
2121,-586,0
2122,-665,0
2123,-744,0
2124,-823,0
2125,-902,0
2126,-981,0
2127,-1060,0
2128,-1139,0
2129,-1218,0
2130,-1297,0
2131,-1376,0
2132,-1455,0
2133,-1534,0
2134,-1613,0
2135,-1692,0
2136,-1771,0
2137,-1850,0
2138,-1929,0
2139,-2008,0
2140,-2087,0
2141,-2166,0
2142,-2245,0
2143,-2324,0
2144,-2403,0
2145,-2482,0
2146,-2561,0
2147,-2640,0
2148,-2719,0
2149,-2798,0
2150,-2877,0
2151,-2956,0
2152,-3035,0
2153,-3114,0
2154,-3193,0
2155,-3272,0
2156,-3351,0
2157,-3430,0
2158,-3509,0
2159,-3588,0
2160,-3667,0
2161,-3746,0
2162,-3825,0
2163,-3904,0
2164,-3983,0
2165,-4062,0
2166,-4141,0
2167,-4220,0
2168,-4299,0
2169,-4378,0
2170,-4457,0
2171,-4536,0
2172,-4615,0
2173,-4694,0
2174,-4773,0
2175,-4852,0
2176,-4931,0
2177,-5010,0
2178,-5089,0
2179,-5168,0
2180,-5247,0
2181,-5326,0
2182,-5405,0
2183,-5484,0
2184,-5563,0
2185,-5642,0
2186,-5721,0
2187,-5800,0
2188,-5879,0
2189,-5958,0
2190,-6037,0
2191,-6116,0
2192,-6195,0
2193,-6274,0
2194,-6353,0
2195,-6432,0
2196,-6511,0
2197,-6590,0
2198,-6669,0
2199,-6748,0
2200,-6827,0
2201,-6906,0
2202,-6985,0
2203,-7064,0
2204,-7143,0
2205,-7222,0
2206,-7301,0
2207,-7380,0
2208,-7459,0
2209,-7538,0
2210,-7617,0
2211,-7696,0
2212,-7775,0
2213,-7854,0
2214,-7933,0
2215,-8012,0
2216,-8091,0
2217,-8170,0
2218,-8249,0
2219,-8328,0
2220,-8407,0
2221,-8486,0
2222,-8565,0
2223,-8644,0
2224,-8723,0
2225,-8802,0
2226,-8881,0
2227,-8960,0
2228,-9039,0
2229,-9118,0
2230,-9197,0
2231,-9276,0
2232,-9355,0
2233,-9434,0
2234,-9513,0
2235,-9592,0
2236,-9671,0
2237,-9750,0
2238,-9829,0
2239,-9908,0
2240,-9987,0
2241,-10066,0
2242,-10145,0
2243,-10224,0
2244,-10303,0
2245,-10382,0
2246,-10461,0
2247,-10540,0
2248,-10619,0
2249,-10698,0
2250,-10777,0
2251,-10856,0
2252,-10935,0
2253,-11014,0
2254,-11093,0
2255,-11172,0
2256,-11251,0
2257,-11330,0
2258,-11409,0
2259,-11488,0
2260,-11567,0
2261,-11646,0
2262,-11725,0
2263,-11804,0
2264,-11883,0
2265,-11962,0
2266,-12041,0
2267,-12120,0
2268,-12199,0
2269,-12278,0
2270,-12357,0
2271,-12436,0
2272,-12515,0
2273,-12594,0
2274,-12673,0
2275,-12752,0
2276,-12831,0
2277,-12910,0
2278,-12989,0
2279,-13068,0
2280,-13147,0
2281,-13226,0
2282,-13305,0
2283,-13384,0
2284,-13463,0
2285,-13542,0
2286,-13621,0
2287,-13700,0
2288,-13779,0
2289,-13858,0
2290,-13937,0
2291,-14016,0
2292,-14095,0
2293,-14174,0
2294,-14253,0
2295,-14332,0
2296,-14411,0
2297,-14490,0
2298,-14569,0
2299,-14648,0
2300,-14727,0
2301,-14806,0
2302,-14885,0
2303,-14964,0
2304,-15043,0
2305,-15122,0
2306,-15201,0
2307,-15280,0
2308,-15359,0
2309,-15438,0
2310,-15517,0
2311,-15596,0
2312,-15675,0
2313,-15754,0
2314,-15833,0
2315,-15912,0
2316,-15991,0
2317,-16070,0
2318,-16149,0
2319,-16228,0
2320,-16307,0
2321,-16386,0
2322,-16465,0
2323,-16544,0
2324,-16623,0
2325,-16702,0
2326,-16781,0
2327,-16860,0
2328,-16939,0
2329,-17018,0
2330,-17097,0
2331,-17176,0
2332,-17255,0
2333,-17334,0
2334,-17413,0
2335,-17492,0
2336,-17571,0
2337,-17650,0
2338,-17729,0
2339,-17808,0
2340,-17887,0
2341,-17966,0
2342,-18045,0
2343,-18124,0
2344,-18203,0
2345,-18282,0
2346,-18361,0
2347,-18440,0
2348,-18519,0
2349,-18598,0
2350,-18677,0
2351,-18756,0
2352,-18835,0
2353,-18914,0
2354,-18993,0
2355,-19072,0
2356,-19151,0
2357,-19230,0
2358,-19309,0
2359,-19388,0
2360,-19467,0
2361,-19546,0
2362,-19625,0
2363,-19704,0
2364,-19783,0
2365,-19862,0
2366,-19941,0
2367,-20020,0
2368,-20099,0
2369,-20178,0
2370,-20257,0
2371,-20336,0
2372,-20415,0
2373,-20494,0
2374,-20573,0
2375,-20652,0
2376,-20731,0
2377,-20810,0
2378,-20889,0
2379,-20968,0
2380,-21047,0
2381,-21126,0
2382,-21205,0
2383,-21284,0
2384,-21363,0
2385,-21442,0
2386,-21521,0
2387,-21600,0
2388,-21679,0
2389,-21758,0
2390,-21837,0
2391,-21916,0
2392,-21995,0
2393,-22074,0
2394,-22153,0
2395,-22232,0
2396,-22311,0
2397,-22390,0
2398,-22469,0
2399,-22548,0
2400,-22627,0
2401,-22706,0
2402,-22785,0
2403,-22864,0
2404,-22943,0
2405,-23022,0
2406,-23101,0
2407,-23180,0
2408,-23259,0
2409,-23338,0
2410,-23417,0
2411,-23496,0
2412,-23575,0
2413,-23654,0
2414,-23733,0
2415,-23812,0
2416,-23891,0
2417,-23970,0
2418,-24049,0
2419,-24128,0
2420,-24207,0
2421,-24286,0
2422,-24365,0
2423,-24444,0
2424,-24523,0
2425,-24602,0
2426,-24681,0
2427,-24760,0
2428,-24839,0
2429,-24918,0
2430,-24997,0
2431,-25076,0
2432,-25155,0
2433,-25234,0
2434,-25313,0
2435,-25392,0
2436,-25471,0
2437,-25550,0
2438,-25629,0
2439,-25708,0
2440,-25787,0
2441,-25866,0
2442,-25945,0
2443,-26024,0
2444,-26103,0
2445,-26182,0
2446,-26261,0
2447,-26340,0
2448,-26419,0
2449,-26498,0
2450,-26577,0
2451,-26656,0
2452,-26735,0
2453,-26814,0
2454,-26893,0
2455,-26972,0
2456,-27051,0
2457,-27130,0
2458,-27209,0
2459,-27288,0
2460,-27367,0
2461,-27446,0
2462,-27525,0
2463,-27604,0
2464,-27683,0
2465,-27762,0
2466,-27841,0
2467,-27920,0
2468,-27999,0
2469,-28078,0
2470,-28157,0
2471,-28236,0
2472,-28315,0
2473,-28394,0
2474,-28473,0
2475,-28552,0
2476,-28631,0
2477,-28710,0
2478,-28789,0
2479,-28868,0
2480,-28947,0
2481,-29026,0
2482,-29105,0
2483,-29184,0
2484,-29263,0
2485,-29342,0
2486,-29421,0
2487,-29500,0
2488,-29579,0
2489,-29658,0
2490,-29737,0
2491,-29816,0
2492,-29895,0
2493,-29974,0
2494,-30053,0
2495,-30132,0
2496,-30211,0
2497,-30290,0
2498,-30369,0
2499,-30448,0
2500,-30527,0
2501,-30606,0
2502,-30685,0
2503,-30764,0
2504,-30843,0
2505,-30922,0
2506,-31001,0
2507,-31080,0
2508,-31159,0
2509,-31238,0
2510,-31317,0
2511,-31396,0
2512,-31475,0
2513,-31554,0
2514,-31633,0
2515,-31712,0
2516,-31791,0
2517,-31870,0
2518,-31949,0
2519,-32028,0
2520,-32107,0
2521,-32186,0
2522,-32265,0
2523,-32344,0
2524,-32423,0
2525,-32502,0
2526,-32581,0
2527,-32660,0
2528,-32739,0
2529,-32818,0
2530,-32897,0
2531,-32976,0
2532,-33055,0
2533,-33134,0
2534,-33213,0
2535,-33292,0
2536,-33371,0
2537,-33450,0
2538,-33529,0
2539,-33608,0
2540,-33687,0
2541,-33766,0
2542,-33845,0
2543,-33924,0
2544,-34003,0
2545,-34082,0
2546,-34161,0
2547,-34240,0
2548,-34319,0
2549,-34398,0
2550,-34477,0
2551,-34556,0
2552,-34635,0
2553,-34714,0
2554,-34793,0
2555,-34872,0
2556,-34951,0
2557,-35030,0
2558,-35109,0
2559,-35188,0
2560,-35267,0
2561,-35346,0
2562,-35425,0
2563,-35504,0
2564,-35583,0
2565,-35662,0
2566,-35741,0
2567,-35820,0
2568,-35899,0
2569,-35978,0
2570,-36057,0
2571,-36136,0
2572,-36215,0
2573,-36294,0
2574,-36373,0
2575,-36452,0
2576,-36531,0
2577,-36610,0
2578,-36689,0
2579,-36768,0
2580,-36847,0
2581,-36926,0
2582,-37005,0
2583,-37084,0
2584,-37163,0
2585,-37242,0
2586,-37321,0
2587,-37400,0
2588,-37479,0
2589,-37558,0
2590,-37637,0
2591,-37716,0
2592,-37795,0
2593,-37874,0
2594,-37953,0
2595,-38032,0
2596,-38111,0
2597,-38190,0
2598,-38269,0
2599,-38348,0
2600,-38427,0
2601,-38506,0
2602,-38585,0
2603,-38664,0
2604,-38743,0
2605,-38822,0
2606,-38901,0
2607,-38980,0
2608,-39059,0
2609,-39138,0
2610,-39217,0
2611,-39296,0
2612,-39375,0
2613,-39454,0
2614,-39533,0
2615,-39612,0
2616,-39691,0
2617,-39770,0
2618,-39849,0
2619,-39928,0
2620,-40007,0
2621,-40086,0
2622,-40165,0
2623,-40244,0
2624,-40323,0
2625,-40402,0
2626,-40481,0
2627,-40560,0
2628,-40639,0
2629,-40718,0
2630,-40797,0
2631,-40876,0
2632,-40955,0
2633,-41034,0
2634,-41113,0
2635,-41192,0
2636,-41271,0
2637,-41350,0
2638,-41429,0
2639,-41508,0
2640,-41587,0
2641,-41666,0
2642,-41745,0
2643,-41824,0
2644,-41903,0
2645,-41982,0
2646,-42061,0
2647,-42140,0
2648,-42219,0
2649,-42298,0
2650,-42377,0
2651,-42456,0
2652,-42535,0
2653,-42614,0
2654,-42693,0
2655,-42772,0
2656,-42851,0
2657,-42930,0
2658,-43009,0
2659,-43088,0
2660,-43167,0
2661,-43246,0
2662,-43325,0
2663,-43404,0
2664,-43483,0
2665,-43562,0
2666,-43641,0
2667,-43720,0
2668,-43799,0
2669,-43878,0
2670,-43957,0
2671,-44036,0
2672,-44115,0
2673,-44194,0
2674,-44273,0
2675,-44352,0
2676,-44431,0
2677,-44510,0
2678,-44589,0
2679,-44668,0
2680,-44747,0
2681,-44826,0
2682,-44905,0
2683,-44984,0
2684,-45063,0
2685,-45142,0
2686,-45221,0
2687,-45300,0
2688,-45379,0
2689,-45458,0
2690,-45537,0
2691,-45616,0
2692,-45695,0
2693,-45774,0
2694,-45853,0
2695,-45932,0
2696,-46011,0
2697,-46090,0
2698,-46169,0
2699,-46248,0
2700,-46327,0
2701,-46406,0
2702,-46485,0
2703,-46564,0
2704,-46643,0
2705,-46722,0
2706,-46801,0
2707,-46880,0
2708,-46959,0
2709,-47038,0
2710,-47117,0
2711,-47196,0
2712,-47275,0
2713,-47354,0
2714,-47433,0
2715,-47512,0
2716,-47591,0
2717,-47670,0
2718,-47749,0
2719,-47828,0
2720,-47907,0
2721,-47986,0
2722,-48065,0
2723,-48144,0
2724,-48223,0
2725,-48302,0
2726,-48381,0
2727,-48460,0
2728,-48539,0
2729,-48618,0
2730,-48697,0
2731,-48776,0
2732,-48855,0
2733,-48934,0
2734,-49013,0
2735,-49092,0
2736,-49171,0
2737,-49250,0
2738,-49329,0
2739,-49408,0
2740,-49487,0
2741,-49566,0
2742,-49645,0
2743,-49724,0
2744,-49803,0
2745,-49882,0
2746,-49961,0
2747,-50040,0
2748,-50119,0
2749,-50198,0
2750,-50277,0
2751,-50356,0
2752,-50435,0
2753,-50514,0
2754,-50593,0
2755,-50672,0
2756,-50751,0
2757,-50830,0
2758,-50909,0
2759,-50988,0
2760,-51067,0
2761,-51146,0
2762,-51225,0
2763,-51304,0
2764,-51383,0
2765,-51462,0
2766,-51541,0
2767,-51620,0
2768,-51699,0
2769,-51778,0
2770,-51857,0
2771,-51936,0
2772,-52015,0
2773,-52094,0
2774,-52173,0
2775,-52252,0
2776,-52331,0
2777,-52410,0
2778,-52489,0
2779,-52568,0
2780,-52647,0
2781,-52726,0
2782,-52805,0
2783,-52884,0
2784,-52963,0
2785,-53042,0
2786,-53121,0
2787,-53200,0
2788,-53279,0
2789,-53358,0
2790,-53437,0
2791,-53516,0
2792,-53595,0
2793,-53674,0
2794,-53753,0
2795,-53832,0
2796,-53911,0
2797,-53990,0
2798,-54069,0
2799,-54148,0
2800,-54227,0
2801,-54306,0
2802,-54385,0
2803,-54464,0
2804,-54543,0
2805,-54622,0
2806,-54701,0
2807,-54780,0
2808,-54859,0
2809,-54938,0
2810,-55017,0
2811,-55096,0
2812,-55175,0
2813,-55254,0
2814,-55333,0
2815,-55412,0
2816,-55491,0
2817,-55570,0
2818,-55649,0
2819,-55728,0
2820,-55807,0
2821,-55886,0
2822,-55965,0
2823,-56044,0
2824,-56123,0
2825,-56202,0
2826,-56281,0
2827,-56360,0
2828,-56439,0
2829,-56518,0
2830,-56597,0
2831,-56676,0
2832,-56755,0
2833,-56834,0
2834,-56913,0
2835,-56992,0
2836,-57071,0
2837,-57150,0
2838,-57229,0
2839,-57308,0
2840,-57387,0
2841,-57466,0
2842,-57545,0
2843,-57624,0
2844,-57703,0
2845,-57782,0
2846,-57861,0
2847,-57940,0
2848,-58019,0
2849,-58098,0
2850,-58177,0
2851,-58256,0
2852,-58335,0
2853,-58414,0
2854,-58493,0
2855,-58572,0
2856,-58651,0
2857,-58730,0
2858,-58809,0
2859,-58888,0
2860,-58967,0
2861,-59046,0
2862,-59125,0
2863,-59204,0
2864,-59283,0
2865,-59362,0
2866,-59441,0
2867,-59520,0
2868,-59599,0
2869,-59678,0
2870,-59757,0
2871,-59836,0
2872,-59915,0
2873,-59994,0
2874,-60073,0
2875,-60152,0
2876,-60231,0
2877,-60310,0
2878,-60389,0
2879,-60468,0
2880,-60547,0
2881,-60626,0
2882,-60705,0
2883,-60784,0
2884,-60863,0
2885,-60942,0
2886,-61021,0
2887,-61100,0
2888,-61179,0
2889,-61258,0
2890,-61337,0
2891,-61416,0
2892,-61495,0
2893,-61574,0
2894,-61653,0
2895,-61732,0
2896,-61811,0
2897,-61890,0
2898,-61969,0
2899,-62048,0
2900,-62127,0
2901,-62206,0
2902,-62285,0
2903,-62364,0
2904,-62443,0
2905,-62522,0
2906,-62601,0
2907,-62680,0
2908,-62759,0
2909,-62838,0
2910,-62917,0
2911,-62996,0
2912,-63075,0
2913,-63154,0
2914,-63233,0
2915,-63312,0
2916,-63391,0
2917,-63470,0
2918,-63549,0
2919,-63628,0
2920,-63707,0
2921,-63786,0
2922,-63865,0
2923,-63944,0
2924,-64023,0
2925,-64102,0
2926,-64181,0
2927,-64260,0
2928,-64339,0
2929,-64418,0
2930,-64497,0
2931,-64576,0
2932,-64655,0
2933,-64734,0
2934,-64813,0
2935,-64892,0
2936,-64971,0
2937,-65050,0
2938,-65129,0
2939,-65208,0
2940,-65287,0
2941,-65366,0
2942,-65445,0
2943,-65524,0
2944,-65603,0
2945,-65682,0
2946,-65761,0
2947,-65840,0
2948,-65919,0
2949,-65998,0
2950,-66077,0
2951,-66156,0
2952,-66235,0
2953,-66314,0
2954,-66393,0
2955,-66472,0
2956,-66551,0
2957,-66630,0
2958,-66709,0
2959,-66788,0
2960,-66867,0
2961,-66946,0
2962,-67025,0
2963,-67104,0
2964,-67183,0
2965,-67262,0
2966,-67341,0
2967,-67420,0
2968,-67499,0
2969,-67578,0
2970,-67657,0
2971,-67736,0
2972,-67815,0
2973,-67894,0
2974,-67973,0
2975,-68052,0
2976,-68131,0
2977,-68210,0
2978,-68289,0
2979,-68368,0
2980,-68447,0
2981,-68526,0
2982,-68605,0
2983,-68684,0
2984,-68763,0
2985,-68842,0
2986,-68921,0
2987,-69000,0
2988,-69079,0
2989,-69158,0
2990,-69237,0
2991,-69316,0
2992,-69395,0
2993,-69474,0
2994,-69553,0
2995,-69632,0
2996,-69711,0
2997,-69790,0
2998,-69869,0
2999,-69948,0
3000,-70027,0
3001,-70106,0
3002,-70185,0
3003,-70264,0
3004,-70343,0
3005,-70422,0
3006,-70501,0
3007,-70580,0
3008,-70659,0
3009,-70738,0
3010,-70817,0
3011,-70896,0
3012,-70975,0
3013,-71054,0
3014,-71133,0
3015,-71212,0
3016,-71291,0
3017,-71370,0
3018,-71449,0
3019,-71528,0
3020,-71607,0
3021,-71686,0
3022,-71765,0
3023,-71844,0
3024,-71923,0
3025,-72002,0
3026,-72081,0
3027,-72160,0
3028,-72239,0
3029,-72318,0
3030,-72397,0
3031,-72476,0
3032,-72555,0
3033,-72634,0
3034,-72713,0
3035,-72792,0
3036,-72871,0
3037,-72950,0
3038,-73029,0
3039,-73108,0
3040,-73187,0
3041,-73266,0
3042,-73345,0
3043,-73424,0
3044,-73503,0
3045,-73582,0
3046,-73661,0
3047,-73740,0
3048,-73819,0
3049,-73898,0
3050,-73977,0
3051,-74056,0
3052,-74135,0
3053,-74214,0
3054,-74293,0
3055,-74372,0
3056,-74451,0
3057,-74530,0
3058,-74609,0
3059,-74688,0
3060,-74767,0
3061,-74846,0
3062,-74925,0
3063,-75004,0
3064,-75083,0
3065,-75162,0
3066,-75241,0
3067,-75320,0
3068,-75399,0
3069,-75478,0
3070,-75557,0
3071,-75636,0
3072,-75715,0
3073,-75794,0
3074,-75873,0
3075,-75952,0
3076,-76031,0
3077,-76110,0
3078,-76189,0
3079,-76268,0
3080,-76347,0
3081,-76426,0
3082,-76505,0
3083,-76584,0
3084,-76663,0
3085,-76742,0
3086,-76821,0
3087,-76900,0
3088,-76979,0
3089,-77058,0
3090,-77137,0
3091,-77216,0
3092,-77295,0
3093,-77374,0
3094,-77453,0
3095,-77532,0
3096,-77611,0
3097,-77690,0
3098,-77769,0
3099,-77848,0
3100,-77927,0
3101,-78006,0
3102,-78085,0
3103,-78164,0
3104,-78243,0
3105,-78322,0
3106,-78401,0
3107,-78480,0
3108,-78559,0
3109,-78638,0
3110,-78717,0
3111,-78796,0
3112,-78875,0
3113,-78954,0
3114,-79033,0
3115,-79112,0
3116,-79191,0
3117,-79270,0
3118,-79349,0
3119,-79428,0
3120,-79507,0
3121,-79586,0
3122,-79665,0
3123,-79744,0
3124,-79823,0
3125,-79902,0
3126,-79981,0
3127,-80060,0
3128,-80139,0
3129,-80218,0
3130,-80297,0
3131,-80376,0
3132,-80455,0
3133,-80534,0
3134,-80613,0
3135,-80692,0
3136,-80771,0
3137,-80850,0
3138,-80929,0
3139,-81008,0
3140,-81087,0
3141,-81166,0
3142,-81245,0
3143,-81324,0
3144,-81403,0
3145,-81482,0
3146,-81561,0
3147,-81640,0
3148,-81719,0
3149,-81798,0
3150,-81877,0
3151,-81956,0
3152,-82035,0
3153,-82114,0
3154,-82193,0
3155,-82272,0
3156,-82351,0
3157,-82430,0
3158,-82509,0
3159,-82588,0
3160,-82667,0
3161,-82746,0
3162,-82825,0
3163,-82904,0
3164,-82983,0
3165,-83062,0
3166,-83141,0
3167,-83220,0
3168,-83299,0
3169,-83378,0
3170,-83457,0
3171,-83536,0
3172,-83615,0
3173,-83694,0
3174,-83773,0
3175,-83852,0
3176,-83931,0
3177,-84010,0
3178,-84089,0
3179,-84168,0
3180,-84247,0
3181,-84326,0
3182,-84405,0
3183,-84484,0
3184,-84563,0
3185,-84642,0
3186,-84721,0
3187,-84800,0
3188,-84879,0
3189,-84958,0
3190,-85037,0
3191,-85116,0
3192,-85195,0
3193,-85274,0
3194,-85353,0
3195,-85432,0
3196,-85511,0
3197,-85590,0
3198,-85669,0
3199,-85748,0
3200,-85827,0
3201,-85906,0
3202,-85985,0
3203,-86064,0
3204,-86143,0
3205,-86222,0
3206,-86301,0
3207,-86380,0
3208,-86459,0
3209,-86538,0
3210,-86617,0
3211,-86696,0
3212,-86775,0
3213,-86854,0
3214,-86933,0
3215,-87012,0
3216,-87091,0
3217,-87170,0
3218,-87249,0
3219,-87328,0
3220,-87407,0
3221,-87486,0
3222,-87565,0
3223,-87644,0
3224,-87723,0
3225,-87802,0
3226,-87881,0
3227,-87960,0
3228,-88039,0
3229,-88118,0
3230,-88197,0
3231,-88276,0
3232,-88355,0
3233,-88434,0
3234,-88513,0
3235,-88592,0
3236,-88671,0
3237,-88750,0
3238,-88829,0
3239,-88908,0
3240,-88987,0
3241,-89066,0
3242,-89145,0
3243,-89224,0
3244,-89303,0
3245,-89382,0
3246,-89461,0
3247,-89540,0
3248,-89619,0
3249,-89698,0
3250,-89777,0
3251,-89856,0
3252,-89935,0
3253,-90014,0
3254,-90093,0
3255,-90172,0
3256,-90251,0
3257,-90330,0
3258,-90409,0
3259,-90488,0
3260,-90567,0
3261,-90646,0
3262,-90725,0
3263,-90804,0
3264,-90883,0
3265,-90962,0
3266,-91041,0
3267,-91120,0
3268,-91199,0
3269,-91278,0
3270,-91357,0
3271,-91436,0
3272,-91515,0
3273,-91594,0
3274,-91673,0
3275,-91752,0
3276,-91831,0
3277,-91910,0
3278,-91989,0
3279,-92068,0
3280,-92147,0
3281,-92226,0
3282,-92305,0
3283,-92384,0
3284,-92463,0
3285,-92542,0
3286,-92621,0
3287,-92700,0
3288,-92779,0
3289,-92858,0
3290,-92937,0
3291,-93016,0
3292,-93095,0
3293,-93174,0
3294,-93253,0
3295,-93332,0
3296,-93411,0
3297,-93490,0
3298,-93569,0
3299,-93648,0
3300,-93727,0
3301,-93806,0
3302,-93885,0
3303,-93964,0
3304,-94043,0
3305,-94122,0
3306,-94201,0
3307,-94280,0
3308,-94359,0
3309,-94438,0
3310,-94517,0
3311,-94596,0
3312,-94675,0
3313,-94754,0
3314,-94833,0
3315,-94912,0
3316,-94991,0
3317,-95070,0
3318,-95149,0
3319,-95228,0
3320,-95307,0
3321,-95386,0
3322,-95465,0
3323,-95544,0
3324,-95623,0
3325,-95702,0
3326,-95781,0
3327,-95860,0
3328,-95939,0
3329,-96018,0
3330,-96097,0
3331,-96176,0
3332,-96255,0
3333,-96334,0
3334,-96413,0
3335,-96492,0
3336,-96571,0
3337,-96650,0
3338,-96729,0
3339,-96808,0
3340,-96887,0
3341,-96966,0
3342,-97045,0
3343,-97124,0
3344,-97203,0
3345,-97282,0
3346,-97361,0
3347,-97440,0
3348,-97519,0
3349,-97598,0
3350,-97677,0
3351,-97756,0
3352,-97835,0
3353,-97914,0
3354,-97993,0
3355,-98072,0
3356,-98151,0
3357,-98230,0
3358,-98309,0
3359,-98388,0
3360,-98467,0
3361,-98546,0
3362,-98625,0
3363,-98704,0
3364,-98783,0
3365,-98862,0
3366,-98941,0
3367,-99020,0
3368,-99099,0
3369,-99178,0
3370,-99257,0
3371,-99336,0
3372,-99415,0
3373,-99494,0
3374,-99573,0
3375,-99652,0
3376,-99731,0
3377,-99810,0
3378,-99889,0
3379,-99968,0
3380,-100047,0
3381,-100126,0
3382,-100205,0
3383,-100284,0
3384,-100363,0
3385,-100442,0
3386,-100521,0
3387,-100600,0
3388,-100679,0
3389,-100758,0
3390,-100837,0
3391,-100916,0
3392,-100995,0
3393,-101074,0
3394,-101153,0
3395,-101232,0
3396,-101311,0
3397,-101390,0
3398,-101469,0
3399,-101548,0
3400,-101627,0
3401,-101706,0
3402,-101785,0
3403,-101864,0
3404,-101943,0
3405,-102022,0
3406,-102101,0
3407,-102180,0
3408,-102259,0
3409,-102338,0
3410,-102417,0
3411,-102496,0
3412,-102575,0
3413,-102654,0
3414,-102733,0
3415,-102812,0
3416,-102891,0
3417,-102970,0
3418,-103049,0
3419,-103128,0
3420,-103207,0
3421,-103286,0
3422,-103365,0
3423,-103444,0
3424,-103523,0
3425,-103602,0
3426,-103681,0
3427,-103760,0
3428,-103839,0
3429,-103918,0
3430,-103997,0
3431,-104076,0
3432,-104155,0
3433,-104234,0
3434,-104313,0
3435,-104392,0
3436,-104471,0
3437,-104550,0
3438,-104629,0
3439,-104708,0
3440,-104787,0
3441,-104866,0
3442,-104945,0
3443,-105024,0
3444,-105103,0
3445,-105182,0
3446,-105261,0
3447,-105340,0
3448,-105419,0
3449,-105498,0
3450,-105577,0
3451,-105656,0
3452,-105735,0
3453,-105814,0
3454,-105893,0
