index,taz,sector
1239,16304,44
1240,16309,8
1241,11016,8
1242,16225,44
1243,11013,8
1244,16312,44
1245,16313,44
1246,16319,45
1247,16320,45
1248,16324,45
1249,16327,44
1250,16328,45
1251,16329,45
1252,19090,39
1253,19091,39
1254,19092,42
1255,19113,39
1256,19121,39
1257,11017,8
1258,12033,18
1259,12034,18
1260,12036,18
1261,12037,18
1262,12064,13
1263,12066,13
1264,12091,18
1265,12102,13
1266,12103,13
1267,12109,18
1268,12001,15
1269,12087,15
1270,12092,15
1271,12093,15
1272,12095,18
1273,12105,15
1274,12139,15
1275,12140,15
1276,12076,15
1277,12085,15
1278,12086,15
1279,12078,18
1280,12080,18
1281,12094,18
1282,12002,15
1283,12142,15
1284,12141,15
1285,12150,15
1286,12151,15
1287,12106,15
1288,12110,18
1289,12111,18
1290,12112,18
1291,12104,15
1292,12035,18
1293,12113,18
1294,19089,39
1295,19094,39
1296,19093,39
1297,12009,13
1298,12011,13
1299,12010,11
1300,12012,13
1301,12055,56
1302,12062,11
1303,12116,11
1304,12004,13
1305,12060,56
1306,12061,13
1307,12053,56
1308,12059,56
1309,12063,11
1310,12130,11
1311,12057,56
1312,12008,56
1313,12118,11
1314,11053,8
1315,12100,11
1316,16010,44
1317,16011,42
1318,16012,42
1319,16013,42
1320,16014,42
1321,16016,42
1322,16003,42
1323,16285,42
1324,16286,42
1325,16287,42
1326,16288,42
1327,16290,42
1328,16229,42
1329,16292,42
1330,16294,42
1331,16316,42
1332,16317,42
1333,19142,41
1334,19141,41
1335,19150,41
1336,16291,42
1337,19100,39
1338,19116,42
1339,19117,39
1340,19101,39
1341,19143,41
1342,16295,42
1343,16296,42
1344,19114,42
1345,19115,42
1346,16289,42
1347,16002,42
1348,16004,42
1349,16005,42
1350,19084,41
1351,19149,41
1352,19140,41
1353,19085,41
1354,16006,42
1355,16007,42
1356,16008,42
1357,16009,42
1358,16017,42
1359,16019,42
1360,16020,42
1361,16021,42
1362,16015,42
1363,16018,42
1364,16293,42
1365,16284,42
1366,11001,3
1367,11010,8
1368,11011,8
1369,11012,8
1370,11008,7
1371,11030,9
1372,11033,5
1373,11036,7
1374,11037,7
1375,11038,7
1376,11024,3
1377,11057,5
1378,11065,7
1379,11039,7
1380,11081,3
1381,11086,9
1382,11090,5
1383,11091,5
1384,11092,5
1385,11093,5
1386,16030,9
1387,16033,44
1388,16299,44
1389,16297,44
1390,16300,44
1391,16233,44
1392,16318,45
1393,11007,6
1394,11006,6
1395,11045,2
1396,11070,6
1397,11029,6
1398,11077,2
1399,11078,2
1400,11089,6
1401,11097,6
1402,11098,6
1403,11101,5
1404,11056,4
1405,11060,4
1406,11059,4
1407,11066,4
1408,11068,4
1409,11069,4
1410,11076,2
1411,11121,4
1412,11119,4
1413,11120,4
1414,11122,4
1415,11123,4
1416,11009,8
1417,11088,6
1418,11095,6
1419,11096,6
1420,11025,2
1421,11027,1
1422,11028,3
1423,11058,5
1424,11067,2
1425,11079,2
1426,11105,2
1427,11106,2
1428,11107,2
1429,11116,2
1430,11117,2
1431,11115,2
1432,11026,2
1433,11044,3
1434,11108,2
1435,11050,5
1436,11051,5
1437,11052,5
1438,11094,5
1439,11100,5
1440,11099,5
1441,11032,5
1442,11034,5
1443,11014,7
1444,11128,7
1445,11041,7
1446,11085,7
1447,16231,44
1448,16236,44
1449,16298,7
1450,16302,44
1451,16308,44
1452,16311,44
1453,11015,8
1454,16310,44
1455,11040,7
1456,16305,44
1457,16306,44
1458,16315,44
1459,16314,44
1460,16307,44
1461,11063,7
1462,11064,7
1463,16232,44
1464,16235,44
1465,16237,44
1466,9023,44
1467,11002,3
1468,11003,3
1469,11004,3
1470,11080,3
1471,11005,3
1472,11082,3
1473,11031,9
1474,11104,10
1475,16031,45
1476,11087,9
1477,16032,45
1478,16036,45
1479,16042,45
1480,16045,45
1481,16041,45
1482,16048,45
1483,16047,45
1484,16049,45
1485,16050,45
1486,16335,45
1487,16337,45
1488,16338,45
1489,16339,44
1490,16340,44
1491,16336,44
1492,16342,44
1493,16341,45
1494,16226,44
1495,16346,44
1496,16347,44
1497,16227,44
1498,16344,45
1499,16345,45
1500,16038,45
1501,16039,45
1502,16040,45
1503,16052,46
1504,16046,45
1505,16057,46
1506,16321,45
1507,16323,45
1508,16330,45
1509,16332,45
1510,16333,45
1511,16322,45
1512,16331,45
1513,16334,45
1514,16325,45
1515,16326,45
1516,16086,45
1517,16043,46
1518,16348,46
1519,16044,45
1520,16055,46
1521,16068,46
1522,16070,46
1523,16081,46
1524,16082,46
1525,19043,43
1526,19044,43
1527,9061,0
1528,19009,43
1529,19011,43
1530,19022,43
1531,19024,43
1532,19026,43
1533,19027,43
1534,19025,43
1535,19028,43
1536,19030,43
1537,19031,43
1538,19032,43
1539,19033,43
1540,19035,43
1541,19167,43
1542,19007,43
1543,19008,43
1544,19010,43
1545,19021,43
1546,19023,43
1547,19019,43
1548,19020,43
1549,19036,43
1550,19037,43
1551,19040,43
1552,19045,43
1553,19034,43
1554,19041,43
1555,19046,43
1556,19029,43
1557,19166,43
1558,9041,0
1559,9042,0
1560,9080,0
1561,16062,46
1562,16071,46
1563,16077,46
1564,16078,46
1565,16079,46
1566,16083,46
1567,16281,46
1568,16282,46
1569,16283,46
1570,16067,46
1571,16069,46
1572,16072,46
1573,16073,46
1574,16080,46
1575,16084,46
1576,16076,46
1577,16074,46
1578,16075,46
1579,9012,46
1580,16066,46
1581,16059,46
1582,16060,46
1583,9082,0
1584,9043,0
1585,14004,27
1586,14006,28
1587,14011,29
1588,14013,29
1589,14020,29
1590,14021,29
1591,14035,28
1592,14040,28
1593,16112,47
1594,16114,47
1595,16116,47
1596,16115,47
1597,16113,47
1598,16125,47
1599,16124,47
1600,16109,47
1601,16111,47
1602,16130,47
1603,16126,47
1604,16132,47
1605,16133,47
1606,14007,27
1607,11019,10
1608,9031,0
1609,11020,10
1610,11125,10
1611,11124,10
1612,11127,10
1613,14039,27
1614,14005,27
1615,14037,27
1616,14038,27
1617,9032,0
1618,16090,47
1619,16094,47
1620,16098,47
1621,16099,47
1622,16107,47
1623,16110,47
1624,16108,47
1625,16105,47
1626,16230,47
1627,16274,47
1628,16276,47
1629,16280,47
1630,16091,47
1631,16095,47
1632,16096,47
1633,16092,47
1634,16093,47
1635,16273,47
1636,16088,47
1637,16097,47
1638,16275,47
1639,16279,47
1640,16127,47
1641,16128,47
1642,16129,47
1643,16103,47
1644,16120,47
1645,16277,47
1646,16278,47
1647,16106,47
1648,16104,47
1649,16117,47
1650,14014,29
1651,14015,29
1652,14016,29
1653,14034,28
1654,14036,28
1655,9025,0
1656,14017,29
1657,14018,29
1658,14019,29
1659,14012,29
1660,9024,0
1661,9020,0
1662,16123,47
1663,16122,47
1664,18066,50
1665,18067,50
1666,16121,47
1667,16151,49
1668,16152,49
1669,16153,49
1670,16156,48
1671,16158,48
1672,16173,48
1673,16175,48
1674,16238,49
1675,16239,49
1676,16240,49
1677,16142,49
1678,16244,49
1679,16148,49
1680,16242,49
1681,16243,49
1682,16245,49
1683,16262,49
1684,16263,49
1685,16266,49
1686,16356,49
1687,16355,49
1688,16134,49
1689,16135,49
1690,16145,49
1691,16147,49
1692,16136,49
1693,16137,49
1694,16138,49
1695,16140,49
1696,16141,47
1697,16143,49
1698,16146,49
1699,16241,49
1700,16139,49
1701,16149,49
1702,16150,49
1703,16267,49
1704,16144,49
1705,16261,49
1706,9044,0
1707,16154,49
1708,16159,48
1709,16162,48
1710,16164,48
1711,16203,48
1712,16204,48
1713,16205,48
1714,16211,48
1715,16246,49
1716,16247,48
1717,16248,48
1718,16250,48
1719,16206,49
1720,16207,49
1721,16254,48
1722,16255,48
1723,16249,48
1724,16256,48
1725,16257,49
1726,16258,49
1727,16260,49
1728,16264,49
1729,16265,49
1730,16259,49
1731,16251,48
1732,16252,49
1733,16253,49
1734,16208,48
1735,16209,48
1736,16210,48
1737,16212,48
1738,16213,48
1739,16165,48
1740,16166,48
1741,16167,48
1742,16171,48
1743,16172,48
1744,16163,48
1745,16160,48
1746,16161,48
1747,16183,52
1748,16190,52
1749,16155,49
1750,9045,0
1751,16157,48
1752,16177,52
1753,16182,52
1754,16184,52
1755,16185,52
1756,9062,0
1757,9081,0
1758,20037,55
1759,20020,54
1760,20038,54
1761,20022,54
1762,20026,54
1763,20035,54
1764,20016,53
1765,20047,53
1766,20048,53
1767,20039,55
1768,20044,55
1769,20042,55
1770,20040,55
1771,20041,55
1772,20046,55
1773,20043,55
1774,20045,55
1775,18111,50
1776,20036,54
1777,18023,50
1778,18109,50
1779,18022,50
1780,18017,50
1781,18013,50
1782,18019,50
1783,18010,50
1784,18045,50
1785,18046,50
1786,18047,50
1787,18053,50
1788,18054,50
1789,18056,50
1790,18055,50
1791,18062,50
1792,20006,53
1793,20017,53
1794,20010,53
1795,20008,53
1796,20009,53
1797,20001,53
1798,20007,53
1799,20005,53
1800,20004,53
1801,20002,53
1802,18063,50
1803,18068,50
1804,20011,53
1805,20012,53
1806,20013,53
1807,20015,53
1808,20014,53
1809,18001,51
1810,18004,51
1811,18094,51
1812,18002,51
1813,18005,51
1814,18030,50
1815,18031,50
1816,18033,50
1817,18035,50
1818,18042,50
1819,18043,50
1820,18048,50
1821,18078,51
1822,18079,51
1823,18080,51
1824,18083,51
1825,18012,51
1826,18085,51
1827,18081,51
1828,18006,51
1829,18096,51
1830,18095,51
1831,18086,51
1832,18097,51
1833,18101,51
1834,18104,51
1835,18105,51
1836,18106,51
1837,9075,0
1838,16224,48
1839,9004,50
1840,16271,48
1841,18003,48
1842,18027,50
1843,18028,50
1844,18029,50
1845,18032,50
1846,18057,50
1847,18058,50
1848,18087,50
1849,18088,50
1850,18089,50
1851,18090,50
1852,18091,50
1853,18092,50
1854,18093,50
1855,16216,48
1856,16221,48
1857,16217,48
1858,16272,48
1859,16220,48
1860,16181,48
1861,16268,48
1862,16270,48
1863,16269,48
1864,16176,48
1865,18026,50
1866,18037,50
1867,18059,50
1868,18071,50
1869,18072,50
1870,18073,50
